,timestamp,gyro(y),gyro(z)
0,1619040829701,4.5899642667414723e-05,-0.0005456524054573609
1,1619040829902,0.00015271116666741471,9.521676154263913e-05
2,1619040830102,0.00025952268666741476,-0.00011840628545736086
3,1619040830304,0.00015271116666741471,-0.00011840628545736086
4,1619040830501,0.00015271116666741471,-1.1594761457360867e-05
5,1619040830704,-6.091188033258528e-05,-0.00011840628545736086
6,1619040830900,0.00015271116666741471,-0.0005456524054573609
7,1619040831100,-0.00038134645333258525,0.00020202828454263914
8,1619040831302,-6.091188033258528e-05,-0.00022521780545736088
9,1619040831503,0.00015271116666741471,-0.00033202933545736085
10,1619040831701,4.5899642667414723e-05,-0.0004388408554573609
11,1619040831901,0.00015271116666741471,-0.00011840628545736086
12,1619040832099,4.5899642667414723e-05,9.521676154263913e-05
13,1619040832302,0.00036633421666741476,-0.00033202933545736085
14,1619040832483,4.5899642667414723e-05,-1.1594761457360867e-05
15,1619040832658,0.00025952268666741476,-0.00033202933545736085
16,1619040832860,4.5899642667414723e-05,-0.00011840628545736086
17,1619040833059,0.00015271116666741471,-1.1594761457360867e-05
18,1619040833259,-0.00027453491333258523,9.521676154263913e-05
19,1619040833463,-0.00027453491333258523,9.521676154263913e-05
20,1619040833657,0.00015271116666741471,0.00020202828454263914
21,1619040833857,0.00025952268666741476,0.0006292743945426391
22,1619040834060,0.00047314573666741474,9.521676154263913e-05
23,1619040834259,0.00015271116666741471,9.521676154263913e-05
24,1619040834473,0.00025952268666741476,-1.1594761457360867e-05
25,1619040834655,4.5899642667414723e-05,9.521676154263913e-05
26,1619040834856,0.00015271116666741471,-1.1594761457360867e-05
27,1619040835059,-0.0001677234033325853,-1.1594761457360867e-05
28,1619040835258,0.00015271116666741471,-0.00022521780545736088
29,1619040835455,-0.00038134645333258525,0.00020202828454263914
30,1619040835655,0.00036633421666741476,9.521676154263913e-05
31,1619040835855,-0.0001677234033325853,-0.00011840628545736086
32,1619040836056,0.0006867687866674147,9.521676154263913e-05
33,1619040836258,0.00025952268666741476,-1.1594761457360867e-05
34,1619040836456,0.00036633421666741476,-1.1594761457360867e-05
35,1619040836654,0.00025952268666741476,0.0004156513345426391
36,1619040836854,0.00047314573666741474,-1.1594761457360867e-05
37,1619040837057,0.00047314573666741474,-0.00022521780545736088
38,1619040837253,0.00047314573666741474,9.521676154263913e-05
39,1619040837453,0.00025952268666741476,-1.1594761457360867e-05
40,1619040837652,0.00015271116666741471,0.0004156513345426391
