pressStart,pressStop,label,max beta,max gamma,min beta,min gamma,mean beta,mean gamma,AUB,ALB
1619046453978,1619046454037,2,0.0029340849753611,0.0039148065283506,0.0029340849753611,0.0039148065283506,0.0,0.0,0.6431708064988105,0.0
1619046454563,1619046454629,3,0.0034223662753611,0.0055627558283506,0.0034223662753611,0.0055627558283506,0.0,0.0,0.5515417865339096,0.0
1619046454873,1619046454965,6,0.0019575224753611,0.0033044550283506,0.0019575224753611,0.0033044550283506,0.0,0.0,0.5348043062282638,0.0
1619046455283,1619046455375,9,0.0029951201753611,0.0051965448283506,0.0029951201753611,0.0051965448283506,0.0,0.0,0.5228614751794444,0.0
1619046455889,1619046455940,7,0.0018354521753611,0.0030603144283506,0.0018354521753611,0.0030603144283506,0.0,0.0,0.5402425288734479,0.0
1619046468365,1619046468431,7,0.0002332793533611,-3.721978164930599e-05,0.0002332793533611,-3.721978164930599e-05,0.0,0.0,-1.4125796086883167,0.0
1619046476424,1619046476500,3,0.0034681426753611,0.0071801875283506,0.0034681426753611,0.0071801875283506,0.0,0.0,0.44996801055161895,0.0
1619046476810,1619046476918,6,0.0137373077753611,0.0300225945283506,0.0137373077753611,0.0300225945283506,0.0,0.0,0.42912767639541355,0.0
1619046477170,1619046477279,6,0.0134321317753611,0.0295953485283506,0.0134321317753611,0.0295953485283506,0.0,0.0,0.42605889701989513,0.0
1619046477975,1619046478082,8,0.0089002717753611,0.0189752305283506,0.0089002717753611,0.0189752305283506,0.0,0.0,0.4385798919704532,0.0
1619046478326,1619046478460,9,0.0125776397753611,0.0281305045283506,0.0125776397753611,0.0281305045283506,0.0,0.0,0.4204542207451869,0.0
1619046478696,1619046478821,2,0.0049329863753611,0.0088281365283506,0.0049329863753611,0.0088281365283506,0.0,0.0,0.5095591147017124,0.0
1619046479123,1619046479206,3,0.0103193387753611,0.0228204465283506,0.0103193387753611,0.0228204465283506,0.0,0.0,0.42467949815217504,0.0
1619046481988,1619046482085,1,0.0009046660753611,3.907416135069401e-05,0.0009046660753611,3.907416135069401e-05,0.0,0.0,1.52763134963761,0.0
1619046483746,1619046483821,1,0.0008436309153611,0.0001001093173506,0.0008436309153611,0.0001001093173506,0.0,0.0,1.4526838265307689,0.0
1619046485058,1619046485116,2,0.0012708769753611,0.0015039179283506,0.0012708769753611,0.0015039179283506,0.0,0.0,0.7016098645848671,0.0
1619046492328,1619046492421,4,0.0003553496653611,0.0001001093173506,0.0003553496653611,0.0001001093173506,0.0,0.0,1.2961928350029175,0.0
1619046492737,1619046492855,9,0.0123334987753611,0.0273980825283506,0.0123334987753611,0.0273980825283506,0.0,0.0,0.42298630493582373,0.0
1619046495753,1619046495845,0,0.0005384551353611,0.0002832147883506,0.0005384551353611,0.0002832147883506,0.0,0.0,1.0865840663798625,0.0
1619046497341,1619046497433,0,0.0084272487753611,0.0172052115283506,0.0084272487753611,0.0172052115283506,0.0,0.0,0.4554607461977592,0.0
1619046507742,1619046507824,1,0.0010267363753611,0.0002221796283506,0.0010267363753611,0.0002221796283506,0.0,0.0,1.3576881052140344,0.0
1619046508059,1619046508176,2,0.0048109160753611,0.0079126095283506,0.0048109160753611,0.0079126095283506,0.0,0.0,0.5462856636137436,0.0
1619046508420,1619046508546,2,0.0029188262753611,0.0044946405283506,0.0029188262753611,0.0044946405283506,0.0,0.0,0.5759543633606135,0.0
1619046508790,1619046508899,4,0.0004774199753611,-2.196099164930599e-05,0.0004774199753611,-2.196099164930599e-05,0.0,0.0,-1.5248294149373043,0.0
1619046509166,1619046509315,5,0.0028577910753611,0.0044946405283506,0.0028577910753611,0.0044946405283506,0.0,0.0,0.5663435649468194,0.0
1619046509559,1619046509711,7,0.0006605254453611,0.0001611444733506,0.0006605254453611,0.0001611444733506,0.0,0.0,1.3315065609210803,0.0
1619046509955,1619046510071,7,0.0003553496653611,3.907416135069401e-05,0.0003553496653611,3.907416135069401e-05,0.0,0.0,1.4612765662536402,0.0
1619046510338,1619046510463,7,0.0005384551353611,-8.299615164930599e-05,0.0005384551353611,-8.299615164930599e-05,0.0,0.0,-1.4178623589148485,0.0
1619046510987,1619046511102,6,0.0141035187753611,0.0297784545283506,0.0141035187753611,0.0297784545283506,0.0,0.0,0.4423175855291438,0.0
1619046518478,1619046518595,4,0.0008436309153611,0.0002832147883506,0.0008436309153611,0.0002832147883506,0.0,0.0,1.2469088815850786,0.0
1619046518823,1619046518957,5,0.0025526152753611,0.0030297968283506,0.0025526152753611,0.0030297968283506,0.0,0.0,0.7001259908225278,0.0
1619046519224,1619046519340,6,0.0098310577753611,0.0214776725283506,0.0098310577753611,0.0214776725283506,0.0,0.0,0.4292667558195043,0.0
1619046519622,1619046519722,7,0.0010267363753611,0.0005273554083506,0.0010267363753611,0.0005273554083506,0.0,0.0,1.0963098148872379,0.0
1619046526365,1619046526496,2,0.0019422637753611,0.0008325311883506,0.0019422637753611,0.0008325311883506,0.0,0.0,1.1658469398743803,0.0
1619046526673,1619046526790,1,0.0004774199753611,0.0001611444733506,0.0004774199753611,0.0001611444733506,0.0,0.0,1.2452718301751124,0.0
1619046527000,1619046527151,5,0.0007825957753611,0.0002832147883506,0.0007825957753611,0.0002832147883506,0.0,0.0,1.2235672369122021,0.0
1619046527419,1619046527568,8,0.0074506867753611,0.0151147575283506,0.0074506867753611,0.0151147575283506,0.0,0.0,0.45798464313990156,0.0
1619046527804,1619046527979,8,0.0137983427753611,0.0266046255283506,0.0137983427753611,0.0266046255283506,0.0,0.0,0.47845171538298076,0.0
