,timestamp,gyro(y),gyro(z),label
0,1619046448814,5.433295035069401e-05,0.0024116171916085073,
1,1619046449007,0.000130626895350694,0.0023505820376085074,
2,1619046449200,8.556583350694007e-06,0.002533687503608507,
3,1619046449390,0.000130626895350694,0.0026557578176085073,
4,1619046449582,-0.00011351373164930598,0.002472652347608507,
5,1619046449774,0.000191662048350694,0.0024116171916085073,
6,1619046449966,0.000252697208350694,0.002533687503608507,
7,1619046450158,0.000130626895350694,0.002472652347608507,
8,1619046450350,-5.2478571649306e-05,0.002472652347608507,
9,1619046450542,0.000191662048350694,0.002594722657608507,
10,1619046450734,0.000130626895350694,0.0024116171916085073,
11,1619046450926,0.000740978458350694,0.002472652347608507,
12,1619046451118,-0.000556018611649306,0.0024116171916085073,
13,1619046451310,-5.2478571649306e-05,0.002472652347608507,
14,1619046451501,0.000191662048350694,0.0024116171916085073,
15,1619046451694,0.000130626895350694,0.0024116171916085073,
16,1619046451885,-5.2478571649306e-05,0.002594722657608507,
17,1619046452077,6.959173935069401e-05,0.002533687503608507,
18,1619046452269,8.556583350694007e-06,0.002594722657608507,
19,1619046452461,0.000313732368350694,0.002472652347608507,
20,1619046452653,8.556583350694007e-06,0.0024116171916085073,
21,1619046452845,8.556583350694007e-06,0.002533687503608507,
22,1619046453037,0.000176403262350694,0.002533687503608507,
23,1619046453229,8.556583350694007e-06,0.002594722657608507,
24,1619046453421,0.000130626895350694,0.0026557578176085073,
25,1619046453613,0.000252697208350694,0.002533687503608507,
26,1619046453805,-5.2478571649306e-05,0.002716792967608507,
27,1619046453997,0.003914806528350694,0.002289546877608507,2.0
28,1619046454189,-0.003607776471649306,0.0024116171916085073,
29,1619046454381,0.000313732368350694,0.002716792967608507,
30,1619046454573,0.0055627558283506936,0.002594722657608507,3.0
31,1619046454766,-0.0053777959716493065,0.002472652347608507,
32,1619046454957,0.003304455028350694,0.002594722657608507,6.0
33,1619046455151,-0.002875354471649306,0.002533687503608507,
34,1619046455341,0.005196544828350694,0.002838863287608507,9.0
35,1619046455533,-0.004706409271649306,0.002533687503608507,
36,1619046455725,0.000130626895350694,0.002472652347608507,
37,1619046455917,0.003060314428350694,0.0026557578176085073,7.0
38,1619046456109,-0.002692249071649306,0.002594722657608507,
39,1619046456301,-5.2478571649306e-05,0.002594722657608507,
40,1619046456494,0.000191662048350694,0.002533687503608507,
41,1619046456689,0.000130626895350694,0.002594722657608507,
42,1619046456879,0.000130626895350694,0.002472652347608507,
43,1619046457071,0.000130626895350694,0.002472652347608507,
44,1619046457262,0.000191662048350694,0.002533687503608507,
45,1619046457454,0.0009698602983506941,0.002289546877608507,
46,1619046457646,-0.002005603471649306,0.002289546877608507,
47,1619046457838,0.000374767528350694,0.002533687503608507,
48,1619046458030,0.000191662048350694,0.002228511727608507,
49,1619046458222,0.000313732368350694,0.0024116171916085073,
50,1619046458412,-0.00023558404164930597,0.0018623007876085072,
51,1619046458604,0.00043580267835069403,0.0024116171916085073,
52,1619046458797,0.000191662048350694,0.0024116171916085073,
53,1619046458990,-0.00041868951164930596,0.003144039047608507,
54,1619046459182,-5.2478571649306e-05,0.0028998984476085073,
55,1619046459374,0.000252697208350694,0.002716792967608507,
56,1619046459565,0.000740978458350694,-0.26454089765239147,
57,1619046459756,0.007698986228350694,-0.6441948476523914,
58,1619046459949,0.003731701128350694,-0.33369372765239147,
59,1619046460140,0.000130626895350694,0.002472652347608507,
