pressStart,pressStop,label,max beta,max gamma,min beta,min gamma,mean beta,mean gamma
1619046638770,1619046638858,5,0.00041638482536111106,0.002236339828350694,0.00041638482536111106,0.002236339828350694,0.0,0.0
1619046638951,1619046639052,5,0.00023327935336111104,0.0006494257283506939,0.00023327935336111104,0.0006494257283506939,0.0,0.0
1619046639136,1619046639270,5,0.00011120904136111104,0.000161144473350694,0.00011120904136111104,0.000161144473350694,0.0,0.0
1619046639380,1619046639489,5,0.00035534966536111107,0.00010010931735069401,0.00035534966536111107,0.00010010931735069401,0.0,0.0
1619046639608,1619046639707,5,0.00023327935336111104,0.00020692083835069402,0.00023327935336111104,0.00020692083835069402,0.0,0.0
1619046639902,1619046640019,3,0.00041638482536111106,0.0005273554083506939,0.00041638482536111106,0.0005273554083506939,0.0,0.0
1619046640154,1619046640280,6,0.0005384551353611111,0.0007562372283506939,0.0005384551353611111,0.0007562372283506939,0.0,0.0
1619046640414,1619046640531,6,,,,,,
1619046640649,1619046640800,6,0.00041638482536111106,0.001015636658350694,0.00041638482536111106,0.001015636658350694,0.0,0.0
1619046641430,1619046641554,6,0.0006605254453611111,0.000710460878350694,0.0006605254453611111,0.000710460878350694,0.0,0.0
1619046647410,1619046647531,4,0.0006605254453611111,-8.299615164930599e-05,0.0006605254453611111,-8.299615164930599e-05,0.0,0.0
1619046647582,1619046647742,6,0.000721560575361111,0.001198742128350694,0.000721560575361111,0.001198742128350694,0.0,0.0
1619046647851,1619046647969,7,-0.000377072224638889,-0.0005712774016493061,-0.000377072224638889,-0.0005712774016493061,0.0,0.0
1619046648154,1619046648271,7,0.00011120904136111104,-3.721978164930599e-05,0.00011120904136111104,-3.721978164930599e-05,0.0,0.0
1619046648431,1619046648523,7,5.017388536111104e-05,-2.196099164930599e-05,5.017388536111104e-05,-2.196099164930599e-05,0.0,0.0
1619046648667,1619046648775,7,,,,,,
1619046648995,1619046649095,0,0.00029431450936111107,0.000405285098350694,0.00029431450936111107,0.000405285098350694,0.0,0.0
1619046649463,1619046649581,0,,,,,,
1619046649848,1619046649947,0,,,,,,
1619046650269,1619046650343,2,,,,,,
1619046656038,1619046656194,1,-0.000377072224638889,-0.0023565556716493062,-0.000377072224638889,-0.0023565556716493062,0.0,0.0
1619046656295,1619046656447,9,0.001270876975361111,0.0033349725283506938,0.001270876975361111,0.0033349725283506938,0.0,0.0
1619046656556,1619046656715,9,0.00041638482536111106,0.000344249928350694,0.00041638482536111106,0.000344249928350694,0.0,0.0
1619046656892,1619046657026,2,0.00035534966536111107,0.00010010931735069401,0.00035534966536111107,0.00010010931735069401,0.0,0.0
1619046657160,1619046657312,2,0.00041638482536111106,-0.000144031311649306,0.00041638482536111106,-0.000144031311649306,0.0,0.0
1619046657463,1619046657563,3,0.00041638482536111106,0.000832531188350694,0.00041638482536111106,0.000832531188350694,0.0,0.0
1619046657698,1619046657866,3,0.00023327935336111104,0.000405285098350694,0.00023327935336111104,0.000405285098350694,0.0,0.0
1619046657942,1619046658118,3,0.0006605254453611111,0.0011224482283506939,0.0006605254453611111,0.0011224482283506939,0.0,0.0
1619046658278,1619046658387,3,,,,,,
1619046659091,1619046659263,9,0.00029431450936111107,0.0019769403283506942,0.00029431450936111107,0.0019769403283506942,0.0,0.0
