pressStart,pressStop,label,max beta,max gamma,min beta,min gamma,mean beta,mean gamma,AUB,ALB
1618975352190,1618975352263,2,0.0039972722670351,-0.0070507666659296,0.0039972722670351,-0.0070507666659296,0.0,0.0,-0.5157462858139779,0.0
1618975353565,1618975353640,4,0.0061278663670351,-0.0592503152659296,0.0061278663670351,-0.0592503152659296,0.0,0.0,-0.10305695108871497,0.0
1618975356343,1618975356424,8,-0.0066556968329648,0.0344958137340703,-0.0066556968329648,0.0344958137340703,0.0,0.0,0.0,-0.19060005688053347
1618975356994,1618975357058,9,-0.0055903998329648,0.1037401117340703,-0.0055903998329648,0.1037401117340703,0.0,0.0,0.0,-0.05383643506246017
1618975357743,1618975357858,0,0.0029319758670351,-0.0166384392659296,0.0029319758670351,-0.0166384392659296,0.0,0.0,-0.17442625967853206,0.0
1619146388758,1619146388819,1,0.0018666785670351,0.0089286872340703,0.0018666785670351,0.0089286872340703,0.0,0.0,0.2060967937582433,0.0
1619146393009,1619146393070,4,-0.0002639152329648,-0.0262261112659296,-0.0002639152329648,-0.0262261112659296,0.0,0.0,0.0,0.010062731845200564
1619146399802,1619146399856,8,0.0018666785670351,0.0004063117340703,0.0018666785670351,0.0004063117340703,0.0,0.0,1.3564737283023613,0.0
1619146400995,1619146401063,9,0.0018666785670351,0.0238428447340703,0.0018666785670351,0.0238428447340703,0.0,0.0,0.07813155838409737,0.0
1619146402426,1619146402490,1,-0.0002639152329648,-0.0123772512659296,-0.0002639152329648,-0.0123772512659296,0.0,0.0,0.0,0.02131937386941405
1619146405569,1619146405641,3,-0.0002639152329648,-0.0081160637659296,-0.0002639152329648,-0.0081160637659296,0.0,0.0,0.0,0.032506185079266
1619146409565,1619146409633,6,-0.0002639152329648,-0.0145078452659296,-0.0002639152329648,-0.0145078452659296,0.0,0.0,0.0,0.018189201931244525
1619146410831,1619146410885,7,0.0008013815670351,-0.0091813612659296,0.0008013815670351,-0.0091813612659296,0.0,0.0,-0.08706287778356232,0.0
1619146419809,1619146419865,5,0.0008013815670351,-0.0006589851659296,0.0008013815670351,-0.0006589851659296,0.0,0.0,-0.882598180961598,0.0
1619146420827,1619146420898,6,0.0018666785670351,0.0078633901340703,0.0018666785670351,0.0078633901340703,0.0,0.0,0.23307427293682037,0.0
1619146421826,1619146421907,1,0.0008013815670351,-0.0177037362659296,0.0008013815670351,-0.0177037362659296,0.0,0.0,-0.045235360190120893,0.0
1619146431232,1619146431310,2,-0.0002639152329648,-0.0006589851659296,-0.0002639152329648,-0.0006589851659296,0.0,0.0,0.0,0.38092644910916007
1619146436429,1619146436500,5,0.0008013815670351,-0.0006589851659296,0.0008013815670351,-0.0006589851659296,0.0,0.0,-0.882598180961598,0.0
1619146437797,1619146437882,7,-0.0002639152329648,0.0046674994340703,-0.0002639152329648,0.0046674994340703,0.0,0.0,0.0,-0.05648303076181961
1619146439818,1619146439883,4,-0.0002639152329648,-0.0123772512659296,-0.0002639152329648,-0.0123772512659296,0.0,0.0,0.0,0.02131937386941405
1619146448457,1619146448523,5,0.0018666785670351,0.0004063117340703,0.0018666785670351,0.0004063117340703,0.0,0.0,1.3564737283023613,0.0
1619146449243,1619146449332,6,0.0018666785670351,0.0163857657340703,0.0018666785670351,0.0163857657340703,0.0,0.0,0.1134317241410907,0.0
1619146451247,1619146451326,1,-0.0002639152329648,-0.0230302212659296,-0.0002639152329648,-0.0230302212659296,0.0,0.0,0.0,0.011459016321630926
1619146452398,1619146452475,2,-0.0002639152329648,0.0004063117340703,-0.0002639152329648,0.0004063117340703,0.0,0.0,0.0,-0.5760509287810454
1619146455811,1619146455878,5,-0.0002639152329648,0.0004063117340703,-0.0002639152329648,0.0004063117340703,0.0,0.0,0.0,-0.5760509287810454
1619146461644,1619146461732,9,0.0008013815670351,0.0110592817340703,0.0008013815670351,0.0110592817340703,0.0,0.0,0.0723359219234653,0.0
1619146463270,1619146463359,5,-0.0002639152329648,-0.0017242821659296,-0.0002639152329648,-0.0017242821659296,0.0,0.0,0.0,0.1518793368558011
1619146469227,1619146469298,4,-0.0002639152329648,0.0004063117340703,-0.0002639152329648,0.0004063117340703,0.0,0.0,0.0,-0.5760509287810454
1619146488839,1619146488904,5,-0.0013292122329648,0.0014716086340703,-0.0013292122329648,0.0014716086340703,0.0,0.0,0.0,-0.7346009475351268
1619146492037,1619146492149,6,-0.0013292122329648,-0.0017242821659296,-0.0013292122329648,-0.0017242821659296,0.0,0.0,0.0,0.6567300603403117
1619146494857,1619146494935,7,-0.0002639152329648,-0.0102466582659296,-0.0002639152329648,-0.0102466582659296,0.0,0.0,0.0,0.0257505315747891
1619146496066,1619146496104,8,-0.0002639152329648,-0.0006589851659296,-0.0002639152329648,-0.0006589851659296,0.0,0.0,0.0,0.38092644910916007
1619146500637,1619146500724,8,-0.0002639152329648,0.0004063117340703,-0.0002639152329648,0.0004063117340703,0.0,0.0,0.0,-0.5760509287810454
1619146501854,1619146501941,8,-0.0002639152329648,-0.0006589851659296,-0.0002639152329648,-0.0006589851659296,0.0,0.0,0.0,0.38092644910916007
1619146504681,1619146504743,4,-0.0013292122329648,-0.0272914082659296,-0.0013292122329648,-0.0272914082659296,0.0,0.0,0.0,0.04866596461911371
1619146507066,1619146507136,1,-0.0002639152329648,-0.0134425482659296,-0.0002639152329648,-0.0134425482659296,0.0,0.0,0.0,0.019630305732099573
1619146508465,1619146508538,2,0.0008013815670351,-0.0038548759659296,0.0008013815670351,-0.0038548759659296,0.0,0.0,-0.2049683218514924,0.0
