timestamp,gyro(x),gyro(y),gyro(z)
1619039670391,-4.5776367E-5,-3.0517578E-5,-3.8146973E-4
1619039670588,2.593994E-4,-1.373291E-4,1.5258789E-4
1619039677777,4.5776367E-5,1.8310547E-4,1.5258789E-4
1619039677981,1.5258789E-4,2.89917E-4,-2.746582E-4
1619039678181,-6.1035156E-5,-3.0517578E-5,-1.6784668E-4
1619039678380,-1.6784668E-4,7.6293945E-5,-2.746582E-4
1619039678580,3.6621094E-4,-3.5095215E-4,-1.6784668E-4
1619039678780,1.5258789E-4,7.6293945E-5,-1.6784668E-4
1619039678976,-3.6621094E-4,2.89917E-4,4.5776367E-5
1619039679178,2.593994E-4,7.6293945E-5,-3.8146973E-4
1619039679385,2.593994E-4,3.9672852E-4,-1.6784668E-4
1619039679575,-1.6784668E-4,7.6293945E-5,4.5776367E-5
1619039679776,4.5776367E-5,3.9672852E-4,-2.746582E-4
1619039679980,-1.6784668E-4,-2.4414062E-4,-2.746582E-4
1619039680175,-2.593994E-4,7.6293945E-5,4.5776367E-5
1619039680375,-4.7302246E-4,6.1035156E-4,-1.6784668E-4
1619039680578,-6.1035156E-5,1.8310547E-4,-3.8146973E-4
1619039680778,-3.6621094E-4,2.89917E-4,-3.8146973E-4
1619039681054,-6.1035156E-5,-9.918213E-4,-3.8146973E-4
1619039681254,-5.950928E-4,0.002319336,-8.087158E-4
1619039681443,-1.6784668E-4,2.89917E-4,-3.8146973E-4
1619039681613,-4.7302246E-4,7.6293945E-5,1.5258789E-4
1619039681813,-1.6784668E-4,1.8310547E-4,-4.8828125E-4
1619039682012,2.593994E-4,-3.0517578E-5,-3.8146973E-4
1619039682213,-1.6784668E-4,-2.4414062E-4,2.593994E-4
1619039682412,-6.1035156E-5,1.8310547E-4,-6.1035156E-5
1619039682615,-3.6621094E-4,-3.0517578E-5,-2.746582E-4
1619039682812,4.5776367E-5,7.6293945E-5,-1.6784668E-4
1619039682933,4.5776367E-5,-3.0517578E-5,-6.1035156E-5
1619039683130,4.5776367E-5,7.6293945E-5,-3.8146973E-4
1619039683331,-1.6784668E-4,2.89917E-4,-6.1035156E-5
1619039683537,1.5258789E-4,2.89917E-4,-3.8146973E-4
1619039683730,-6.1035156E-5,2.89917E-4,-3.8146973E-4
1619039683930,2.593994E-4,-3.0517578E-5,-3.8146973E-4
1619039684133,2.593994E-4,6.1035156E-4,-3.8146973E-4
1619039684328,-1.6784668E-4,5.0354004E-4,-4.8828125E-4
1619039684530,3.6621094E-4,8.239746E-4,-6.1035156E-5
1619039684732,1.5258789E-4,-1.373291E-4,-6.1035156E-5
1619039684932,-6.1035156E-5,6.1035156E-4,4.5776367E-5
1619039685131,2.593994E-4,-4.5776367E-4,-2.746582E-4
1619039685327,-3.6621094E-4,-3.0517578E-5,-1.6784668E-4
1619039685529,-2.746582E-4,-3.0517578E-5,-2.746582E-4
1619039685728,-4.7302246E-4,2.89917E-4,1.5258789E-4
1619039685931,-3.6621094E-4,5.0354004E-4,1.5258789E-4
1619039691320,-6.1035156E-5,-2.4414062E-4,-6.1035156E-5
1619039691523,-2.746582E-4,7.6293945E-5,-1.6784668E-4
1619039691723,-1.6784668E-4,7.6293945E-5,2.593994E-4
1619039691919,-1.6784668E-4,1.8310547E-4,-2.746582E-4
1619039692120,-6.1035156E-5,5.0354004E-4,-2.746582E-4
1619039692305,-1.6784668E-4,2.89917E-4,-6.1035156E-5
1619039692479,-6.1035156E-5,2.89917E-4,-3.8146973E-4
1619039692679,-6.1035156E-5,-2.4414062E-4,-3.8146973E-4
1619039692882,-5.79834E-4,3.9672852E-4,-2.746582E-4
1619039693118,1.5258789E-4,7.6293945E-5,-3.8146973E-4
1619039693318,-1.6784668E-4,2.89917E-4,4.5776367E-5
1619039693521,-1.6784668E-4,-1.373291E-4,4.5776367E-5
1619039693716,-3.8146973E-4,-4.5776367E-4,1.5258789E-4
1619039693918,-6.1035156E-5,7.171631E-4,-3.8146973E-4
1619039694121,1.5258789E-4,3.9672852E-4,-2.746582E-4
1619039694321,-6.1035156E-5,5.0354004E-4,-3.8146973E-4
1619039694502,-6.1035156E-5,7.6293945E-5,-3.8146973E-4
1619039694676,-6.1035156E-5,7.6293945E-5,-3.8146973E-4
1619039695039,-1.6784668E-4,6.1035156E-4,-1.6784668E-4
1619039695235,-4.5776367E-5,-2.4414062E-4,-1.6784668E-4
1619039695436,-3.6621094E-4,5.0354004E-4,-6.1035156E-5
1619039695636,-6.1035156E-5,7.171631E-4,2.593994E-4
1619039695835,2.593994E-4,-2.4414062E-4,-3.8146973E-4
1619039696035,-6.1035156E-5,1.8310547E-4,-4.8828125E-4
1619039696236,-6.1035156E-5,1.8310547E-4,-1.6784668E-4
1619039696418,-3.8146973E-4,2.89917E-4,-3.8146973E-4
1619039696592,-1.5258789E-4,-6.713867E-4,1.5258789E-4
1619039696756,-2.746582E-4,0.0012512207,-2.746582E-4
1619039696955,2.593994E-4,1.8310547E-4,-3.8146973E-4
1619039697153,2.593994E-4,-3.0517578E-5,4.5776367E-5
1619039697353,-2.593994E-4,1.8310547E-4,4.5776367E-5
1619039697552,-2.746582E-4,7.171631E-4,4.5776367E-5
1619039697753,4.5776367E-5,2.89917E-4,-1.6784668E-4
1619039697952,-2.746582E-4,1.8310547E-4,-6.1035156E-5
1619039698155,-1.6784668E-4,6.1035156E-4,4.5776367E-5
1619039698353,-2.593994E-4,5.0354004E-4,-6.1035156E-5
1619039698551,-2.593994E-4,-4.5776367E-4,-2.746582E-4
1619039698751,-1.6784668E-4,7.171631E-4,-6.1035156E-5
1619039698954,-1.6784668E-4,7.6293945E-5,-4.8828125E-4
1619039699153,-1.6784668E-4,3.9672852E-4,3.6621094E-4
1619039704943,1.5258789E-4,-3.0517578E-5,-4.8828125E-4
1619039705147,-2.746582E-4,7.6293945E-5,-2.746582E-4
1619039705346,-2.746582E-4,-4.5776367E-4,-3.8146973E-4
1619039705543,-1.6784668E-4,7.6293945E-5,-6.1035156E-5
1619039705745,-5.79834E-4,3.9672852E-4,-3.8146973E-4
1619039706022,-4.5776367E-5,-1.373291E-4,-1.6784668E-4
1619039706183,-4.7302246E-4,-3.0517578E-5,-4.8828125E-4
1619039706381,-2.593994E-4,-3.5095215E-4,-3.8146973E-4
1619039706582,-2.746582E-4,3.9672852E-4,-6.1035156E-5
1619039706781,4.5776367E-5,1.8310547E-4,2.593994E-4
1619039706980,-6.1035156E-5,7.171631E-4,4.5776367E-5
1619039707183,-2.746582E-4,-3.5095215E-4,-2.746582E-4
1619039707385,-4.7302246E-4,-4.5776367E-4,4.5776367E-5
1619039707583,-3.6621094E-4,-3.0517578E-5,-1.6784668E-4
1619039707784,-6.1035156E-5,1.8310547E-4,-2.746582E-4
1619039707980,-3.8146973E-4,7.6293945E-5,-6.1035156E-5
1619039708182,2.593994E-4,2.89917E-4,4.5776367E-5
1619039708379,-1.6784668E-4,-4.5776367E-4,-1.6784668E-4
1619039708580,-3.6621094E-4,3.9672852E-4,-3.8146973E-4
1619039708780,-3.8146973E-4,7.6293945E-5,-6.1035156E-5
1619039708978,-2.593994E-4,5.0354004E-4,-3.8146973E-4
1619039709180,-6.1035156E-5,2.89917E-4,-1.6784668E-4
1619039709380,1.5258789E-4,-3.0517578E-5,-2.746582E-4
1619039709580,-1.6784668E-4,-3.0517578E-5,-2.746582E-4
1619039709777,-1.6784668E-4,2.89917E-4,-1.6784668E-4
1619039709977,2.593994E-4,-3.5095215E-4,-1.6784668E-4
1619039710178,-6.1035156E-5,-3.0517578E-5,-2.746582E-4
1619039710376,6.1035156E-5,-3.0517578E-5,-2.746582E-4
1619039710579,-1.6784668E-4,5.0354004E-4,-2.746582E-4
1619039710775,4.5776367E-5,6.1035156E-4,-2.746582E-4
1619039710975,-2.593994E-4,-5.645752E-4,-3.8146973E-4
1619039711178,-2.746582E-4,3.9672852E-4,-6.1035156E-5
