,pressStart,pressStop,label,max beta,max gamma,min beta,min gamma,mean beta,mean gamma
91,1619039249436,1619039249474,8,-0.00018049795351336145,-0.00017488052711427566,-0.00018049795351336145,-0.00017488052711427566,0.0,0.0
92,1619039250013,1619039250057,8,-0.0005009325235133615,-0.0004953151071142756,-0.0005009325235133615,-0.0004953151071142756,0.0,0.0
93,1619039250644,1619039250694,8,,,,,,
94,1619039251310,1619039251349,8,,,,,,
95,1619039251991,1619039252043,8,-0.00016523916351336146,-0.0029367213071142756,-0.00016523916351336146,-0.0029367213071142756,0.0,0.0
96,1619039252683,1619039252743,8,,,,,,
97,1619039253446,1619039253493,8,,,,,,
98,1619039254149,1619039254197,8,,,,,,
99,1619039255029,1619039255058,8,-0.00039412100351336147,-6.806900711427566e-05,-0.00039412100351336147,-6.806900711427566e-05,0.0,0.0
100,1619039255811,1619039255855,8,-0.0008061083035133614,-0.00038850357711427564,-0.0008061083035133614,-0.00038850357711427564,0.0,0.0
101,1619039265629,1619039265713,9,,,,,,
102,1619039266371,1619039266427,9,,,,,,
103,1619039267113,1619039267146,9,-0.00039412100351336147,0.0004659885928857243,-0.00039412100351336147,0.0004659885928857243,0.0,0.0
104,1619039267871,1619039267927,9,,,,,,
105,1619039268663,1619039268697,9,,,,,,
106,1619039269530,1619039269572,9,,,,,,
107,1619039270396,1619039270445,9,-0.0010197313735133616,0.0007864231928857243,-0.0010197313735133616,0.0007864231928857243,0.0,0.0
108,1619039271378,1619039271424,9,-0.0005009325235133615,0.0008932346928857243,-0.0005009325235133615,0.0008932346928857243,0.0,0.0
109,1619039272296,1619039272345,9,,,,,,
110,1619039273192,1619039273235,9,-0.0008061083035133614,0.0004659885928857243,-0.0008061083035133614,0.0004659885928857243,0.0,0.0
111,1619039280685,1619039280762,0,,,,,,
112,1619039281436,1619039281491,0,-0.0006992967735133615,0.0002523655628857243,-0.0006992967735133615,0.0002523655628857243,0.0,0.0
113,1619039282231,1619039282276,0,,,,,,
114,1619039283029,1619039283089,0,,,,,,
115,1619039283867,1619039283919,0,,,,,,
116,1619039284744,1619039284804,0,3.312509348663855e-05,-0.0029519801071142757,3.312509348663855e-05,-0.0029519801071142757,0.0,0.0
117,1619039285602,1619039285675,0,,,,,,
118,1619039286439,1619039286494,0,,,,,,
119,1619039287272,1619039287323,0,,,,,,
120,1619039288170,1619039288223,0,,,,,,
121,1619039327384,1619039327431,1,,,,,,
122,1619039328205,1619039328253,4,,,,,,
123,1619039328969,1619039329023,7,,,,,,
124,1619039330031,1619039330105,2,,,,,,
125,1619039330807,1619039330849,5,,,,,,
126,1619039331516,1619039331590,8,-0.00027205067351336143,3.8742512885724345e-05,-0.00027205067351336143,3.8742512885724345e-05,0.0,0.0
127,1619039332248,1619039332312,0,,,,,,
128,1619039333001,1619039333046,3,,,,,,
129,1619039333693,1619039333745,6,-7.368642951336145e-05,-0.00028169205711427566,-7.368642951336145e-05,-0.00028169205711427566,0.0,0.0
130,1619039334546,1619039334590,9,-0.0005924852735133615,-0.00038850357711427564,-0.0005924852735133615,-0.00038850357711427564,0.0,0.0
131,1619039337735,1619039337791,1,-0.00018049795351336145,-0.00017488052711427566,-0.00018049795351336145,-0.00017488052711427566,0.0,0.0
132,1619039338562,1619039338598,4,,,,,,
133,1619039339270,1619039339323,7,,,,,,
134,1619039340216,1619039340274,2,-7.368642951336145e-05,-0.00017488052711427566,-7.368642951336145e-05,-0.00017488052711427566,0.0,0.0
135,1619039340913,1619039340965,5,,,,,,
136,1619039341613,1619039341673,8,0.00013993661648663855,-0.00017488052711427566,0.00013993661648663855,-0.00017488052711427566,0.0,0.0
137,1619039342540,1619039342590,0,,,,,,
138,1619039343475,1619039343524,3,,,,,,
139,1619039344270,1619039344321,6,,,,,,
140,1619039345085,1619039345125,9,,,,,,
141,1619039346922,1619039346961,1,,,,,,
142,1619039347733,1619039347794,4,,,,,,
143,1619039348424,1619039348474,7,-7.368642951336145e-05,0.0002523655628857243,-7.368642951336145e-05,0.0002523655628857243,0.0,0.0
144,1619039349350,1619039349390,2,0.00013993661648663855,-0.0008157496671142757,0.00013993661648663855,-0.0008157496671142757,0.0,0.0
145,1619039350045,1619039350100,5,,,,,,
146,1619039350801,1619039350852,8,,,,,,
147,1619039351702,1619039351770,0,-0.00018049795351336145,-6.806900711427566e-05,-0.00018049795351336145,-6.806900711427566e-05,0.0,0.0
148,1619039352613,1619039352672,3,-0.00018049795351336145,-0.00028169205711427566,-0.00018049795351336145,-0.00028169205711427566,0.0,0.0
149,1619039353370,1619039353441,6,-0.00018049795351336145,0.0005728001328857243,-0.00018049795351336145,0.0005728001328857243,0.0,0.0
150,1619039354106,1619039354190,9,,,,,,
151,1619039376071,1619039376162,0,,,,,,
152,1619039376863,1619039376916,7,,,,,,
153,1619039377535,1619039377588,8,,,,,,
154,1619039378243,1619039378313,9,,,,,,
155,1619039379156,1619039379208,4,,,,,,
156,1619039379873,1619039379928,5,0.00013993661648663855,-0.00017488052711427566,0.00013993661648663855,-0.00017488052711427566,0.0,0.0
157,1619039380564,1619039380633,6,,,,,,
158,1619039381431,1619039381490,1,,,,,,
159,1619039382134,1619039382190,2,,,,,,
160,1619039382865,1619039382901,3,,,,,,
161,1619039384165,1619039384239,0,-5.8427640513361454e-05,0.0003744358728857243,-5.8427640513361454e-05,0.0003744358728857243,0.0,0.0
162,1619039384955,1619039385025,7,,,,,,
163,1619039385777,1619039385820,8,,,,,,
164,1619039386687,1619039386730,9,,,,,,
165,1619039387703,1619039387753,4,,,,,,
166,1619039388469,1619039388507,5,,,,,,
167,1619039389149,1619039389209,6,,,,,,
168,1619039390012,1619039390055,1,0.00015519540648663855,0.00016081283288572434,0.00015519540648663855,0.00016081283288572434,0.0,0.0
169,1619039390712,1619039390755,2,,,,,,
170,1619039391470,1619039391502,3,,,,,,
171,1619039393414,1619039393485,0,,,,,,
172,1619039394199,1619039394254,7,,,,,,
173,1619039394787,1619039394839,8,,,,,,
174,1619039395689,1619039395757,9,,,,,,
175,1619039396545,1619039396597,4,,,,,,
176,1619039397186,1619039397236,5,,,,,,
177,1619039397849,1619039397909,6,,,,,,
178,1619039398755,1619039398826,1,,,,,,
179,1619039399413,1619039399437,2,,,,,,
180,1619039400085,1619039400136,3,-0.0005772264735133615,0.0011221164928857245,-0.0005772264735133615,0.0011221164928857245,0.0,0.0
181,1619039427484,1619039427534,9,,,,,,
182,1619039428044,1619039428093,6,,,,,,
183,1619039428614,1619039428689,3,,,,,,
184,1619039429549,1619039429605,2,-4.3168851513361453e-05,-0.0007241969371142757,-4.3168851513361453e-05,-0.0007241969371142757,0.0,0.0
185,1619039430282,1619039430324,5,,,,,,
186,1619039430969,1619039431020,8,,,,,,
187,1619039431739,1619039431772,0,,,,,,
188,1619039432684,1619039432726,7,,,,,,
189,1619039433372,1619039433431,4,,,,,,
190,1619039434019,1619039434080,1,,,,,,
191,1619039439135,1619039439184,9,,,,,,
192,1619039439711,1619039439774,6,,,,,,
193,1619039440375,1619039440416,3,-0.0002567918935133614,0.0005575413428857243,-0.0002567918935133614,0.0005575413428857243,0.0,0.0
194,1619039441501,1619039441553,2,,,,,,
195,1619039442185,1619039442250,5,,,,,,
196,1619039442934,1619039443011,8,-0.00014998037351336146,-0.00019013931711427565,-0.00014998037351336146,-0.00019013931711427565,0.0,0.0
197,1619039443567,1619039443634,0,,,,,,
198,1619039444716,1619039444779,1,0.00017045419648663854,-0.0023263698071142756,0.00017045419648663854,-0.0023263698071142756,0.0,0.0
199,1619039445376,1619039445419,4,,,,,,
200,1619039446013,1619039446080,7,,,,,,
201,1619039578004,1619039578058,9,,,,,,
202,1619039578597,1619039578642,6,,,,,,
203,1619039579418,1619039579468,3,,,,,,
204,1619039580818,1619039580867,0,,,,,,
205,1619039581471,1619039581522,8,-7.368642951336145e-05,0.0001913303928857243,-7.368642951336145e-05,0.0001913303928857243,0.0,0.0
206,1619039582051,1619039582094,5,,,,,,
207,1619039582685,1619039582707,2,,,,,,
208,1619039583447,1619039583507,7,,,,,,
209,1619039583991,1619039584034,4,-7.368642951336145e-05,0.0001913303928857243,-7.368642951336145e-05,0.0001913303928857243,0.0,0.0
210,1619039584586,1619039584628,1,,,,,,
211,1619039591896,1619039591945,9,,,,,,
212,1619039592415,1619039592456,6,,,,,,
213,1619039592936,1619039592997,3,-0.00018049795351336145,0.0016866916928857244,-0.00018049795351336145,0.0016866916928857244,0.0,0.0
214,1619039593900,1619039593944,0,,,,,,
215,1619039594449,1619039594527,8,0.00035355966648663854,8.451888288572435e-05,0.00035355966648663854,8.451888288572435e-05,0.0,0.0
216,1619039594974,1619039595035,5,,,,,,
217,1619039595552,1619039595612,2,3.312509348663855e-05,-0.00023591568711427564,3.312509348663855e-05,-0.00023591568711427564,0.0,0.0
218,1619039596367,1619039596429,7,,,,,,
219,1619039596900,1619039596960,4,,,,,,
220,1619039597459,1619039597493,1,,,,,,
221,1619039663075,1619039663119,7,,,,,,
222,1619039663814,1619039663867,8,-7.368642951336145e-05,-0.00020539810711427565,-7.368642951336145e-05,-0.00020539810711427565,0.0,0.0
223,1619039664408,1619039664468,9,-0.00018049795351336145,-0.00020539810711427565,-0.00018049795351336145,-0.00020539810711427565,0.0,0.0
224,1619039665432,1619039665477,4,-0.00048567373351336143,8.224937885724346e-06,-0.00048567373351336143,8.224937885724346e-06,0.0,0.0
225,1619039665893,1619039665934,5,,,,,,
226,1619039666439,1619039666482,6,0.00013993661648663855,8.224937885724346e-06,0.00013993661648663855,8.224937885724346e-06,0.0,0.0
227,1619039667294,1619039667335,1,,,,,,
228,1619039667819,1619039667868,2,,,,,,
229,1619039668308,1619039668350,3,,,,,,
230,1619039669241,1619039669319,0,0.00013993661648663855,0.00011503646288572434,0.00013993661648663855,0.00011503646288572434,0.0,0.0
231,1619039678810,1619039678867,7,,,,,,
232,1619039679378,1619039679436,8,0.0002467481264866385,0.0003286595128857243,0.0002467481264866385,0.0003286595128857243,0.0,0.0
233,1619039679953,1619039679995,9,-0.00018049795351336145,-0.00031220962711427563,-0.00018049795351336145,-0.00031220962711427563,0.0,0.0
234,1619039680854,1619039680914,4,,,,,,
235,1619039681436,1619039681473,5,-0.00018049795351336145,0.00022184799288572433,-0.00018049795351336145,0.00022184799288572433,0.0,0.0
236,1619039681982,1619039682027,6,0.0002467481264866385,-9.858658511427566e-05,0.0002467481264866385,-9.858658511427566e-05,0.0,0.0
237,1619039682926,1619039683002,1,3.312509348663855e-05,-9.858658511427566e-05,3.312509348663855e-05,-9.858658511427566e-05,0.0,0.0
238,1619039683530,1619039683582,2,0.00013993661648663855,0.00022184799288572433,0.00013993661648663855,0.00022184799288572433,0.0,0.0
239,1619039684169,1619039684228,3,,,,,,
240,1619039685311,1619039685363,0,-0.00037886221351336144,-9.858658511427566e-05,-0.00037886221351336144,-9.858658511427566e-05,0.0,0.0
241,1619039692326,1619039692378,7,,,,,,
242,1619039692949,1619039692998,8,,,,,,
243,1619039693584,1619039693636,9,,,,,,
244,1619039694509,1619039694557,4,,,,,,
245,1619039695072,1619039695113,5,,,,,,
246,1619039695599,1619039695645,6,-7.368642951336145e-05,0.0006490940928857243,-7.368642951336145e-05,0.0006490940928857243,0.0,0.0
247,1619039696440,1619039696484,1,,,,,,
248,1619039696931,1619039696967,2,0.0002467481264866385,0.00011503646288572434,0.0002467481264866385,0.00011503646288572434,0.0,0.0
249,1619039697416,1619039697458,3,,,,,,
250,1619039698419,1619039698481,0,,,,,,
251,1619039705812,1619039705854,7,,,,,,
252,1619039706337,1619039706387,8,-0.00027205067351336143,-0.0004190211571142757,-0.00027205067351336143,-0.0004190211571142757,0.0,0.0
253,1619039706833,1619039706888,9,,,,,,
254,1619039707713,1619039707764,4,,,,,,
255,1619039708209,1619039708270,5,,,,,,
256,1619039708746,1619039708770,6,,,,,,
257,1619039709590,1619039709645,1,,,,,,
258,1619039710083,1619039710147,2,,,,,,
259,1619039710608,1619039710651,3,,,,,,
260,1619039711396,1619039711442,0,,,,,,
261,1619039718092,1619039718145,7,,,,,,
262,1619039718565,1619039718642,8,-0.0005924852735133615,0.0004354710328857243,-0.0005924852735133615,0.0004354710328857243,0.0,0.0
263,1619039719168,1619039719238,9,-0.00018049795351336145,0.0004354710328857243,-0.00018049795351336145,0.0004354710328857243,0.0,0.0
264,1619039720043,1619039720104,4,,,,,,
265,1619039720630,1619039720679,5,,,,,,
266,1619039721146,1619039721189,6,0.00013993661648663855,-0.00015962174111427567,0.00013993661648663855,-0.00015962174111427567,0.0,0.0
267,1619039721958,1619039722003,1,-7.368642951336145e-05,-5.2810218114275655e-05,-7.368642951336145e-05,-5.2810218114275655e-05,0.0,0.0
268,1619039722442,1619039722501,2,,,,,,
269,1619039722917,1619039722952,3,-7.368642951336145e-05,0.00016081283288572434,-7.368642951336145e-05,0.00016081283288572434,0.0,0.0
270,1619039723727,1619039723783,0,,,,,,
271,1619039731660,1619039731700,4,,,,,,
272,1619039732225,1619039732286,5,,,,,,
273,1619039732776,1619039732821,6,-0.00016523916351336146,-5.2810218114275655e-05,-0.00016523916351336146,-5.2810218114275655e-05,0.0,0.0
274,1619039733755,1619039733806,1,0.00013993661648663855,0.00016081283288572434,0.00013993661648663855,0.00016081283288572434,0.0,0.0
275,1619039734315,1619039734376,2,,,,,,
276,1619039734856,1619039734902,3,,,,,,
277,1619039735830,1619039735898,7,,,,,,
278,1619039736387,1619039736432,8,0.0005671827264866385,-5.2810218114275655e-05,0.0005671827264866385,-5.2810218114275655e-05,0.0,0.0
279,1619039736930,1619039736991,9,-0.00027205067351336143,-0.00015962174111427567,-0.00027205067351336143,-0.00015962174111427567,0.0,0.0
280,1619039737919,1619039737969,0,,,,,,
281,1619039745039,1619039745073,4,-0.00016523916351336146,-5.2810218114275655e-05,-0.00016523916351336146,-5.2810218114275655e-05,0.0,0.0
282,1619039745498,1619039745550,5,,,,,,
283,1619039745970,1619039746023,6,-0.00027205067351336143,0.00048124739288572436,-0.00027205067351336143,0.00048124739288572436,0.0,0.0
284,1619039746932,1619039746996,7,,,,,,
285,1619039747399,1619039747468,8,,,,,,
286,1619039747935,1619039747986,9,-0.00016523916351336146,0.00048124739288572436,-0.00016523916351336146,0.00048124739288572436,0.0,0.0
287,1619039748634,1619039748687,1,,,,,,
288,1619039749083,1619039749148,2,3.312509348663855e-05,0.00016081283288572434,3.312509348663855e-05,0.00016081283288572434,0.0,0.0
289,1619039749603,1619039749639,3,,,,,,
290,1619039750371,1619039750416,0,,,,,,
291,1619039761034,1619039761062,4,-0.00016523916351336146,0.00016081283288572434,-0.00016523916351336146,0.00016081283288572434,0.0,0.0
292,1619039761585,1619039761633,5,0.00035355966648663854,-0.00026643326711427563,0.00035355966648663854,-0.00026643326711427563,0.0,0.0
293,1619039762132,1619039762192,6,-0.00018049795351336145,0.0011221164928857245,-0.00018049795351336145,0.0011221164928857245,0.0,0.0
294,1619039762907,1619039762977,1,,,,,,
295,1619039763518,1619039763565,2,,,,,,
296,1619039764141,1619039764192,3,,,,,,
297,1619039764990,1619039765058,7,,,,,,
298,1619039765587,1619039765654,8,,,,,,
299,1619039766128,1619039766188,9,,,,,,
300,1619039766764,1619039766834,0,,,,,,
301,1619039794476,1619039794509,4,,,,,,
302,1619039795029,1619039795062,5,0.00023148934648663854,-2.2292640114275654e-05,0.00023148934648663854,-2.2292640114275654e-05,0.0,0.0
303,1619039795535,1619039795578,6,,,,,,
304,1619039796330,1619039796355,1,,,,,,
305,1619039796915,1619039796959,2,,,,,,
306,1619039797456,1619039797501,3,,,,,,
307,1619039798321,1619039798383,7,,,,,,
308,1619039798853,1619039798916,8,,,,,,
309,1619039799458,1619039799528,9,,,,,,
310,1619039800265,1619039800316,0,,,,,,
311,1619039806707,1619039806760,4,,,,,,
312,1619039807112,1619039807172,5,,,,,,
313,1619039807607,1619039807650,6,-7.368642951336145e-05,0.0002523655628857243,-7.368642951336145e-05,0.0002523655628857243,0.0,0.0
314,1619039808417,1619039808471,7,,,,,,
315,1619039808928,1619039808962,8,,,,,,
316,1619039809426,1619039809479,9,,,,,,
317,1619039810162,1619039810224,1,-0.00018049795351336145,0.0002523655628857243,-0.00018049795351336145,0.0002523655628857243,0.0,0.0
318,1619039810593,1619039810651,2,-0.0005009325235133615,-0.00028169205711427566,-0.0005009325235133615,-0.00028169205711427566,0.0,0.0
319,1619039810989,1619039811056,3,-7.368642951336145e-05,3.8742512885724345e-05,-7.368642951336145e-05,3.8742512885724345e-05,0.0,0.0
320,1619039811721,1619039811773,0,,,,,,
321,1619039842437,1619039842483,1,,,,,,
322,1619039843272,1619039843323,1,0.00012467782648663855,8.224937885724346e-06,0.00012467782648663855,8.224937885724346e-06,0.0,0.0
323,1619039844115,1619039844171,1,,,,,,
324,1619039844958,1619039845004,1,,,,,,
325,1619039845719,1619039845757,1,,,,,,
326,1619039846955,1619039847011,2,,,,,,
327,1619039847650,1619039847695,2,,,,,,
328,1619039848328,1619039848393,2,,,,,,
329,1619039848957,1619039849031,2,,,,,,
330,1619039849707,1619039849769,2,,,,,,
331,1619039858325,1619039858366,3,,,,,,
332,1619039858925,1619039858987,3,,,,,,
333,1619039859549,1619039859608,3,,,,,,
334,1619039860102,1619039860162,3,,,,,,
335,1619039860766,1619039860825,3,,,,,,
336,1619039861915,1619039861962,4,,,,,,
337,1619039862559,1619039862610,4,,,,,,
338,1619039863151,1619039863194,4,,,,,,
339,1619039863775,1619039863834,4,,,,,,
340,1619039864376,1619039864427,4,,,,,,
341,1619039881209,1619039881251,5,,,,,,
342,1619039881840,1619039881887,5,-8.894521851336145e-05,0.0003286595128857243,-8.894521851336145e-05,0.0003286595128857243,0.0,0.0
343,1619039882472,1619039882522,5,,,,,,
344,1619039883137,1619039883188,5,,,,,,
345,1619039883778,1619039883846,5,-0.00039412100351336147,0.00022184799288572433,-0.00039412100351336147,0.00022184799288572433,0.0,0.0
346,1619039884816,1619039884895,6,-0.00019575674351336145,0.0009695286928857243,-0.00019575674351336145,0.0009695286928857243,0.0,0.0
347,1619039885536,1619039885596,6,,,,,,
348,1619039886211,1619039886260,6,-0.00019575674351336145,0.0007559055928857243,-0.00019575674351336145,0.0007559055928857243,0.0,0.0
349,1619039886842,1619039886906,6,-0.0005009325235133615,0.0007559055928857243,-0.0005009325235133615,0.0007559055928857243,0.0,0.0
350,1619039887486,1619039887530,6,,,,,,
351,1619039894251,1619039894317,7,,,,,,
352,1619039894984,1619039895052,7,0.00027726572648663854,-0.0005563502571142757,0.00027726572648663854,-0.0005563502571142757,0.0,0.0
353,1619039895735,1619039895785,7,,,,,,
354,1619039896524,1619039896584,7,,,,,,
355,1619039897232,1619039897276,7,6.364267148663855e-05,-0.0009835963471142757,6.364267148663855e-05,-0.0009835963471142757,0.0,0.0
356,1619039898429,1619039898489,8,0.00027726572648663854,-0.0003427272071142757,0.00027726572648663854,-0.0003427272071142757,0.0,0.0
357,1619039899145,1619039899198,8,,,,,,
358,1619039899853,1619039899922,8,,,,,,
359,1619039900541,1619039900612,8,,,,,,
360,1619039901309,1619039901346,8,,,,,,
361,1619039909179,1619039909241,9,0.00027726572648663854,0.0005117649928857243,0.00027726572648663854,0.0005117649928857243,0.0,0.0
362,1619039909812,1619039909895,9,0.00017045419648663854,-0.00012910416311427567,0.00017045419648663854,-0.00012910416311427567,0.0,0.0
363,1619039910531,1619039910602,9,,,,,,
364,1619039911246,1619039911314,9,,,,,,
365,1619039911939,1619039911982,9,,,,,,
366,1619039913418,1619039913466,0,,,,,,
367,1619039914114,1619039914174,0,,,,,,
368,1619039914830,1619039914881,0,,,,,,
369,1619039915520,1619039915591,0,,,,,,
370,1619039916183,1619039916245,0,0.00017045419648663854,-0.0004495387371142757,0.00017045419648663854,-0.0004495387371142757,0.0,0.0
371,1619039927440,1619039927480,3,,,,,,
372,1619039928187,1619039928254,3,6.364267148663855e-05,-0.00012910416311427567,6.364267148663855e-05,-0.00012910416311427567,0.0,0.0
373,1619039928990,1619039929066,3,0.00038407724648663853,-2.2292640114275654e-05,0.00038407724648663853,-2.2292640114275654e-05,0.0,0.0
374,1619039929758,1619039929835,3,-4.3168851513361453e-05,0.0004049534528857243,-4.3168851513361453e-05,0.0004049534528857243,0.0,0.0
375,1619039930587,1619039930622,3,6.364267148663855e-05,-2.2292640114275654e-05,6.364267148663855e-05,-2.2292640114275654e-05,0.0,0.0
376,1619039932541,1619039932596,7,0.00038407724648663853,-0.0006631618071142757,0.00038407724648663853,-0.0006631618071142757,0.0,0.0
377,1619039933213,1619039933289,7,,,,,,
378,1619039933966,1619039934050,7,0.0004908887664866386,-0.0008767848071142757,0.0004908887664866386,-0.0008767848071142757,0.0,0.0
379,1619039934612,1619039934707,7,,,,,,
380,1619039935458,1619039935530,7,,,,,,
381,1619039944214,1619039944262,6,,,,,,
382,1619039944929,1619039944988,6,-0.0002567918935133614,-0.00012910416311427567,-0.0002567918935133614,-0.00012910416311427567,0.0,0.0
383,1619039945595,1619039945656,6,,,,,,
384,1619039946320,1619039946390,6,-0.0002567918935133614,-2.2292640114275654e-05,-0.0002567918935133614,-2.2292640114275654e-05,0.0,0.0
385,1619039947142,1619039947193,6,0.00038407724648663853,0.0001913303928857243,0.00038407724648663853,0.0001913303928857243,0.0,0.0
