,timestamp,gyro(y),gyro(z)
0,1618975178913,0.06948149099288572,0.014409115155480661
1,1618975179114,-0.004874587607114276,0.002903987955480661
2,1618975179327,0.015160202492885725,0.009617855155480661
3,1618975179512,0.03304350299288572,0.0008745689554806611
4,1618975179712,0.011742233992885725,0.007161190155480661
5,1618975179919,-0.013709426007114275,-0.000941226944519339
6,1618975180113,-0.010733963007114275,-0.0022077064445193387
7,1618975180312,0.015160202492885725,0.005467464455480661
8,1618975180514,0.017815230992885726,-0.009669253844519339
9,1618975180712,-0.018088699007114274,-0.006571720044519339
10,1618975180911,-0.015738845007114276,-0.005839298244519339
11,1618975181110,0.0018392795928857245,0.006093074855480661
12,1618975181322,-0.002631545607114276,-0.003489444744519339
13,1618975181511,-0.0025247340071142756,0.0005541344054806611
14,1618975181711,0.03965055899288572,0.015584041655480661
15,1618975181910,-0.024680496007114274,-0.005305240644519339
16,1618975182115,0.004707931992885724,0.003972103155480661
17,1618975182309,-0.0022042995071142758,0.007161190155480661
18,1618975182510,-0.009559036007114274,-0.005412052144519339
19,1618975182708,-0.0002969508471142757,-8.673473451933897e-05
20,1619034671721,0.0005575413428857243,0.000447322885480661
21,1619034671921,0.00023710677288572434,0.000447322885480661
22,1619034672121,0.0003439182928857243,0.000340511355480661
23,1619034672321,0.00023710677288572434,0.000340511355480661
24,1619034672520,0.00023710677288572434,0.00012688831148066103
25,1619034672720,0.00023710677288572434,0.000447322885480661
26,1619034672920,0.0004507297928857243,0.000340511355480661
27,1619034673120,0.0005575413428857243,0.000447322885480661
28,1619034673360,2.3483726885724346e-05,0.000447322885480661
29,1619034673519,0.0004507297928857243,0.00023369983548066103
30,1619034673719,8.224937885724346e-06,5.059436648066103e-05
31,1619034673918,-0.00031220962711427563,0.00015740588948066103
32,1619034674118,-0.0006326442071142756,5.059436648066103e-05
33,1619034674318,-9.858658511427566e-05,0.00015740588948066103
34,1619034674517,-0.00020539810711427565,-5.621715451933897e-05
35,1619034674718,-0.0004190211571142757,0.00015740588948066103
36,1619034674918,-0.00031220962711427563,0.00015740588948066103
37,1619034675117,-9.858658511427566e-05,-0.00048346324451933897
38,1619034675318,-9.858658511427566e-05,0.00015740588948066103
39,1619034675517,-0.00020539810711427565,-5.621715451933897e-05
40,1619034675716,0.00011503646288572434,5.059436648066103e-05
41,1619034675915,0.00011503646288572434,-0.00037665172451933893
42,1619034676275,8.224937885724346e-06,0.00015740588948066103
43,1619034676315,8.224937885724346e-06,5.059436648066103e-05
44,1619034676515,-0.00020539810711427565,-5.621715451933897e-05
45,1619034676715,8.224937885724346e-06,0.000477840455480661
46,1619034677074,-0.0013803249071142755,0.00015740588948066103
47,1619034677274,0.0018240207928857245,-5.621715451933897e-05
48,1619034677474,-0.00020539810711427565,-0.00016302868451933898
49,1619034677674,-9.858658511427566e-05,0.000264217415480661
50,1619034677884,8.224937885724346e-06,-5.621715451933897e-05
51,1619034678073,-0.0004190211571142757,5.059436648066103e-05
52,1619034678273,0.0003286595128857243,0.00015740588948066103
53,1619034678473,0.00011503646288572434,0.000264217415480661
54,1619034678673,0.00011503646288572434,-0.00037665172451933893
55,1619034678872,8.224937885724346e-06,5.059436648066103e-05
56,1619034679072,0.00022184799288572433,0.00015740588948066103
57,1619034679272,0.0003286595128857243,5.059436648066103e-05
58,1619034679471,0.00011503646288572434,0.000264217415480661
59,1619034679671,-0.00020539810711427565,-0.000269840204519339
60,1619034679870,8.224937885724346e-06,-0.00016302868451933898
61,1619034679995,-0.00031220962711427563,-0.00016302868451933898
62,1619034680190,-0.00020539810711427565,-0.000269840204519339
63,1619034680390,-0.00020539810711427565,-0.00048346324451933897
64,1619034680590,-0.00020539810711427565,-0.000269840204519339
65,1619034680790,-0.0004190211571142757,-0.00037665172451933893
66,1619034680990,0.00011503646288572434,-0.00037665172451933893
67,1619034681190,-9.858658511427566e-05,0.00015740588948066103
68,1619034681392,0.00011503646288572434,-0.000269840204519339
69,1619034681589,8.224937885724346e-06,-0.00016302868451933898
70,1619034681789,-9.858658511427566e-05,-0.00016302868451933898
71,1619034681988,-0.0004190211571142757,5.059436648066103e-05
72,1619034682188,0.00011503646288572434,-0.000269840204519339
73,1619034682388,-0.00031220962711427563,-0.000269840204519339
74,1619034682588,-0.0004190211571142757,0.00015740588948066103
75,1619034682789,0.0003286595128857243,-0.00048346324451933897
76,1619034682991,-0.0004190211571142757,5.059436648066103e-05
77,1619034683207,8.224937885724346e-06,0.000264217415480661
78,1619034683388,0.00011503646288572434,-5.621715451933897e-05
79,1619034683587,0.00022184799288572433,5.059436648066103e-05
80,1619034683791,-9.858658511427566e-05,-0.00016302868451933898
81,1619034683989,-0.00031220962711427563,-0.00048346324451933897
82,1619034684191,-0.0004190211571142757,-0.000269840204519339
83,1619034684370,-0.00020539810711427565,-0.00037665172451933893
84,1619034684547,0.00022184799288572433,-0.00037665172451933893
85,1619034684707,-0.00020539810711427565,-0.000590274774519339
86,1619034684911,-0.0004190211571142757,-0.00037665172451933893
87,1619034685110,-9.858658511427566e-05,-0.00016302868451933898
88,1619034685310,8.224937885724346e-06,-0.00016302868451933898
89,1619034685507,8.224937885724346e-06,-0.000590274774519339
90,1619034685704,0.00011503646288572434,-5.621715451933897e-05
91,1619034751890,-0.00023591568711427564,-7.147594451933898e-05
92,1619034752090,-0.00012910416311427567,-7.147594451933898e-05
93,1619034752294,8.451888288572435e-05,0.00024895862548066105
94,1619034752494,-2.2292640114275654e-05,0.00014214710048066103
95,1619034752694,0.0004049534528857243,0.00014214710048066103
96,1619034752894,0.0002981419328857243,-0.00017828746451933896
97,1619034753093,-2.2292640114275654e-05,3.533557748066103e-05
98,1619034753293,-2.2292640114275654e-05,3.533557748066103e-05
99,1619034753493,0.0001913303928857243,0.000462581675480661
100,1619034753730,-0.0005563502571142757,-0.00017828746451933896
101,1619034753890,0.0004049534528857243,0.00014214710048066103
102,1619034754089,0.0001913303928857243,3.533557748066103e-05
103,1619034754292,0.0001913303928857243,0.00035577015548066105
104,1619034754492,8.451888288572435e-05,0.000462581675480661
105,1619034754691,-2.2292640114275654e-05,3.533557748066103e-05
106,1619034754927,-2.2292640114275654e-05,-7.147594451933898e-05
107,1619034755088,0.0005117649928857243,-7.147594451933898e-05
108,1619034755293,0.0001913303928857243,0.00024895862548066105
109,1619034755493,-0.00012910416311427567,0.00014214710048066103
110,1619034755690,8.451888288572435e-05,0.00014214710048066103
111,1619034755925,-2.2292640114275654e-05,0.00014214710048066103
112,1619034756126,-2.2292640114275654e-05,3.533557748066103e-05
113,1619034756327,0.0002981419328857243,0.00014214710048066103
114,1619034756527,-0.00023591568711427564,0.00014214710048066103
115,1619034756728,-2.2292640114275654e-05,0.000569393195480661
116,1619034757005,0.0002981419328857243,0.00014214710048066103
117,1619034757166,-0.0007699733071142757,0.00014214710048066103
118,1619034757368,-0.00012910416311427567,-7.147594451933898e-05
119,1619034757567,-0.00012910416311427567,3.533557748066103e-05
120,1619034757767,0.0001913303928857243,0.00024895862548066105
121,1619034757964,0.0001913303928857243,0.00035577015548066105
122,1619034758127,-0.0004495387371142757,0.00014214710048066103
123,1619034758324,0.0001913303928857243,0.00024895862548066105
124,1619034758526,8.451888288572435e-05,-7.147594451933898e-05
125,1619034758725,0.0004049534528857243,0.00035577015548066105
126,1619034759041,-0.007483840507114276,-7.147594451933898e-05
127,1619034759241,0.0076528782928857245,-0.00017828746451933896
128,1619034759446,0.0001913303928857243,0.00024895862548066105
129,1619034759645,8.451888288572435e-05,0.00014214710048066103
130,1619034759843,0.0004049534528857243,0.00024895862548066105
131,1619034760040,-0.0073770290071142755,3.533557748066103e-05
132,1619034760205,0.007332443692885725,3.533557748066103e-05
133,1619034760404,-2.2292640114275654e-05,0.00035577015548066105
134,1619034760607,-0.0004495387371142757,0.00035577015548066105
135,1619034760803,0.0001913303928857243,0.00014214710048066103
136,1619034760948,-2.2292640114275654e-05,0.00024895862548066105
137,1619034761119,-2.2292640114275654e-05,0.00014214710048066103
138,1619034761319,0.0001913303928857243,3.533557748066103e-05
139,1619034761522,8.451888288572435e-05,0.00035577015548066105
140,1619034761722,-0.00012910416311427567,0.0006762047154806611
141,1619034761917,8.451888288572435e-05,3.533557748066103e-05
142,1619034762197,-0.0016244655071142756,0.000462581675480661
143,1619034762360,0.0016866916928857244,0.00035577015548066105
144,1619034762560,0.0001913303928857243,0.00014214710048066103
145,1619034762758,-0.0003427272071142757,0.00014214710048066103
146,1619034762959,-0.0004495387371142757,0.000462581675480661
147,1619034763238,-0.002692580707114276,0.000462581675480661
148,1619034763403,0.002434372392885724,0.00014214710048066103
149,1619034763599,-2.2292640114275654e-05,3.533557748066103e-05
150,1619034763800,-0.0004495387371142757,0.000462581675480661
151,1619034764000,-0.00012910416311427567,0.00035577015548066105
152,1619034764198,-0.00023591568711427564,0.00014214710048066103
153,1619034764399,-2.2292640114275654e-05,0.0006762047154806611
154,1619034764598,-0.00023591568711427564,3.533557748066103e-05
155,1619034764798,8.451888288572435e-05,0.00014214710048066103
156,1619034764999,0.0006185764928857243,0.00024895862548066105
157,1619034765198,-0.0003427272071142757,0.00035577015548066105
158,1619034765398,0.0001913303928857243,-7.147594451933898e-05
159,1619034765596,-0.0003427272071142757,0.00014214710048066103
160,1619034765798,0.0001913303928857243,0.00024895862548066105
161,1619034765997,-0.0003427272071142757,-7.147594451933898e-05
162,1619034766195,-0.00012910416311427567,-7.147594451933898e-05
163,1619034766397,-0.00023591568711427564,0.00024895862548066105
164,1619035175546,-9.858658511427566e-05,-2.5699578519338973e-05
165,1619035175745,0.0003286595128857243,-0.00013251110451933896
166,1619035175946,-0.0005258326771142756,-2.5699578519338973e-05
167,1619035176144,-0.00020539810711427565,-2.5699578519338973e-05
168,1619035177285,-0.00020539810711427565,8.111194448066103e-05
169,1619035177897,0.00011503646288572434,8.111194448066103e-05
170,1619035177900,-0.0005258326771142756,0.000187923465480661
171,1619035177903,-0.00020539810711427565,0.000187923465480661
172,1619035177905,-0.00031220962711427563,8.111194448066103e-05
173,1619035177907,-0.00011384537411427566,0.00012688831148066103
174,1619035177909,0.00020658919288572434,0.00012688831148066103
175,1619035177911,9.977767288572434e-05,-0.00019354624451933895
176,1619035177942,-7.033851114275654e-06,0.00012688831148066103
177,1619035178157,-0.00022065689711427567,-0.00030035778451933893
178,1619035178342,-0.00032746840711427564,0.000447322885480661
179,1619035178542,-0.00022065689711427567,0.00023369983548066103
180,1619035178742,-0.0007547145071142757,0.00023369983548066103
181,1619035178940,-0.0005410914671142756,0.00023369983548066103
182,1619035179140,-0.00011384537411427566,0.00012688831148066103
183,1619035179346,-0.0007547145071142757,-0.00030035778451933893
184,1619035179540,0.0005270237928857244,0.00012688831148066103
185,1619035179740,-7.033851114275654e-06,2.0076788480661027e-05
186,1619035179940,-0.00011384537411427566,2.0076788480661027e-05
187,1619035180139,-0.00022065689711427567,-0.00019354624451933895
188,1619035180339,-0.00022065689711427567,-8.673473451933897e-05
189,1619035180539,-0.00022065689711427567,2.0076788480661027e-05
190,1619035180739,-0.00022065689711427567,2.0076788480661027e-05
191,1619035180938,-0.00011384537411427566,-8.673473451933897e-05
192,1619035181138,-0.00011384537411427566,-0.00030035778451933893
193,1619035181338,-0.0007547145071142757,-0.000407169304519339
194,1619035181538,0.00020658919288572434,-0.00030035778451933893
195,1619035181737,-0.00032746840711427564,-8.673473451933897e-05
196,1619035181936,-7.033851114275654e-06,2.0076788480661027e-05
197,1619035182139,-0.00022065689711427567,-8.673473451933897e-05
198,1619035182337,-0.00022065689711427567,0.00023369983548066103
199,1619035182536,-0.00032746840711427564,0.000447322885480661
200,1619035182740,-0.0007547145071142757,-0.000620792344519339
201,1619035182936,-0.0010751491071142756,0.000340511355480661
202,1619035183136,-0.0005410914671142756,2.0076788480661027e-05
203,1619035183335,-0.0006479030071142757,2.0076788480661027e-05
204,1619035183535,-0.00032746840711427564,0.00023369983548066103
205,1619035183736,-0.00011384537411427566,0.00023369983548066103
206,1619035183935,9.977767288572434e-05,0.00023369983548066103
207,1619035186588,-0.00022065689711427567,2.0076788480661027e-05
208,1619035186590,-0.00043427994711427566,0.00012688831148066103
209,1619035186593,-0.00022065689711427567,-0.00019354624451933895
210,1619035186595,9.977767288572434e-05,0.00012688831148066103
211,1619035186598,-0.00011384537411427566,0.000447322885480661
212,1619035186600,-0.00022065689711427567,0.00012688831148066103
213,1619035186603,-0.00032746840711427564,-0.00030035778451933893
214,1619035186606,0.00020658919288572434,0.00023369983548066103
215,1619035186607,-0.0006479030071142757,-8.673473451933897e-05
216,1619035186609,-0.00032746840711427564,0.000447322885480661
217,1619035186610,-0.0006479030071142757,-0.00019354624451933895
218,1619035186612,-0.00043427994711427566,-0.00019354624451933895
219,1619035186612,-0.0006479030071142757,0.00012688831148066103
220,1619035186812,-0.0008615260371142757,-0.00030035778451933893
221,1619035187011,-0.00022065689711427567,-8.673473451933897e-05
222,1619035187211,-0.00032746840711427564,0.00012688831148066103
223,1619035187410,-0.00011384537411427566,0.000340511355480661
224,1619035187650,-0.00043427994711427566,-8.673473451933897e-05
225,1619035190183,-7.033851114275654e-06,-0.00019354624451933895
226,1619035190185,-0.0005410914671142756,-8.673473451933897e-05
227,1619035190187,-0.00043427994711427566,2.0076788480661027e-05
228,1619035190190,-0.00043427994711427566,-0.00030035778451933893
229,1619035190192,-0.00011384537411427566,-0.000407169304519339
230,1619035190194,-0.00022065689711427567,-8.673473451933897e-05
231,1619035190196,-0.00043427994711427566,0.00012688831148066103
232,1619035190198,-7.033851114275654e-06,-8.673473451933897e-05
233,1619035190200,-0.00043427994711427566,-8.673473451933897e-05
234,1619035190202,-0.00032746840711427564,-0.00030035778451933893
235,1619035190203,-0.0008615260371142757,0.0005541344054806611
236,1619035190205,-0.00022065689711427567,-0.00030035778451933893
237,1619035190212,-0.00022065689711427567,-0.00019354624451933895
238,1619035190409,-0.00022065689711427567,-0.00019354624451933895
239,1619035190608,-0.00022065689711427567,0.000340511355480661
240,1619035190809,-7.033851114275654e-06,2.0076788480661027e-05
241,1619035191011,-0.00043427994711427566,-0.000407169304519339
242,1619035191209,-0.00022065689711427567,2.0076788480661027e-05
243,1619035191411,-0.00032746840711427564,-0.00030035778451933893
244,1619035191611,-0.0006479030071142757,-0.0005139808445193389
245,1619035191810,-0.00032746840711427564,-8.673473451933897e-05
