pressStart,pressStop,label,max beta,max gamma,min beta,min gamma,mean beta,mean gamma,AUB,ALB
1619040831682,1619040831733,3,0.00022670143631,4.981474660591653e-06,0.00022670143631,4.981474660591653e-06,0.0,0.0,1.5488261389804396,0.0
1619040833422,1619040833478,9,0.00011988990631,-0.0003154530813394,0.00011988990631,-0.0003154530813394,0.0,0.0,-0.3631961369504543,0.0
1619040834440,1619040834491,2,0.00011988990631,0.0002186045186605,0.00011988990631,0.0002186045186605,0.0,0.0,0.5016392536231079,0.0
1619040837220,1619040837264,6,0.00011988990631,0.0004322275686605,0.00011988990631,0.0004322275686605,0.0,0.0,0.27057457125970147,0.0
1619040849028,1619040849084,1,0.00033351295631,0.0003254160486605,0.00033351295631,0.0003254160486605,0.0,0.0,0.7976855268248298,0.0
1619040873010,1619040873082,8,1.3078386310089804e-05,-0.0001018300483394,1.3078386310089804e-05,-0.0001018300483394,0.0,0.0,-0.127734199641491,0.0
1619040875638,1619040875701,5,-0.0001852858736899,0.0001117929986605,-0.0001852858736899,0.0001117929986605,0.0,0.0,0.0,-1.0279141974605066
1619040938720,1619040938788,1,5.8854753310089806e-05,-0.0003917470413394,5.8854753310089806e-05,-0.0003917470413394,0.0,0.0,-0.14912135757933878,0.0
1619040942501,1619040942588,9,-3.2697980689910195e-05,-0.0001781239913394,-3.2697980689910195e-05,-0.0001781239913394,0.0,0.0,0.0,0.18154742986641953
1619040945095,1619040945150,4,0.00027247778631,0.0001423105786605,0.00027247778631,0.0001423105786605,0.0,0.0,1.0894814610590515,0.0
1619040945917,1619040945995,6,0.00037928932631,-0.0004985585613394,0.00037928932631,-0.0004985585613394,0.0,0.0,-0.6503595325818936,0.0
1619040959850,1619040959920,3,0.00048610084631,3.5499052660591653e-05,0.00048610084631,3.5499052660591653e-05,0.0,0.0,1.4978975707462976,0.0
1619040963881,1619040963957,8,5.8854753310089806e-05,-0.0001781239913394,5.8854753310089806e-05,-0.0001781239913394,0.0,0.0,-0.3191213272508965,0.0
1619040967227,1619040967295,0,0.00059291238631,3.5499052660591653e-05,0.00059291238631,3.5499052660591653e-05,0.0,0.0,1.5109953735782449,0.0
1619040981484,1619040981543,7,0.00048610084631,0.0003559336186605,0.00048610084631,0.0003559336186605,0.0,0.0,0.9387707170439786,0.0
1619040982435,1619040982514,9,0.00037928932631,-0.0002849355213394,0.00037928932631,-0.0002849355213394,0.0,0.0,-0.9265051106724465,0.0
1619040984271,1619040984339,8,0.00048610084631,-0.0001781239913394,0.00048610084631,-0.0001781239913394,0.0,0.0,-1.2195564348233499,0.0
1619040985074,1619040985142,4,0.00037928932631,-0.0004985585613394,0.00037928932631,-0.0004985585613394,0.0,0.0,-0.6503595325818936,0.0
1619040985868,1619040985947,6,0.00059291238631,-0.0002849355213394,0.00059291238631,-0.0002849355213394,0.0,0.0,-1.1228137170281485,0.0
1619040986641,1619040986718,5,0.00069972388631,-0.0002849355213394,0.00069972388631,-0.0002849355213394,0.0,0.0,-1.1840887527440416,0.0
1619040987470,1619040987539,0,0.00059291238631,-0.0001781239913394,0.00059291238631,-0.0001781239913394,0.0,0.0,-1.2789523185859486,0.0
1619041003442,1619041003514,3,-2.1804026899101964e-06,5.075783866059165e-05,-2.1804026899101964e-06,5.075783866059165e-05,0.0,0.0,0.0,-0.04293057119993541
1619041004238,1619041004343,7,-0.0002158034536899,0.0002643808886605,-0.0002158034536899,0.0002643808886605,0.0,0.0,0.0,-0.6845770325866084
1619041053952,1619041054005,3,0.00010463112031,-0.0001170888373394,0.00010463112031,-0.0001170888373394,0.0,0.0,-0.7292704585015626,0.0
1619041054977,1619041055045,7,0.00021144264631,0.0003101572586605,0.00021144264631,0.0003101572586605,0.0,0.0,0.5983567969387447,0.0
1619041055711,1619041055798,9,0.00010463112031,-0.0003307118813394,0.00010463112031,-0.0003307118813394,0.0,0.0,-0.30641711902597407,0.0
1619041058115,1619041058186,4,0.00010463112031,-1.0277314339408347e-05,0.00010463112031,-1.0277314339408347e-05,0.0,0.0,-1.472886140319756,0.0
1619041059725,1619041059823,5,-0.0002005446636899,-1.0277314339408347e-05,-0.0002005446636899,-1.0277314339408347e-05,0.0,0.0,0.0,1.5195941090541378
1619041060581,1619041060644,0,0.00021144264631,-0.0003307118813394,0.00021144264631,-0.0003307118813394,0.0,0.0,-0.5688562347509537,0.0
1619041081136,1619041081198,3,-0.0002005446636899,9.653420866059166e-05,-0.0002005446636899,9.653420866059166e-05,0.0,0.0,0.0,-1.1221714878134235
1619041083937,1619041083995,2,1.3078386310089804e-05,-0.0002239003613394,1.3078386310089804e-05,-0.0002239003613394,0.0,0.0,-0.05834533930723619,0.0
1619041084725,1619041084808,8,0.00053187718631,-1.0277314339408347e-05,0.00053187718631,-1.0277314339408347e-05,0.0,0.0,-1.5514760103411762,0.0
1619041086669,1619041086773,6,-0.0002005446636899,-1.0277314339408347e-05,-0.0002005446636899,-1.0277314339408347e-05,0.0,0.0,0.0,1.5195941090541378
1619041088513,1619041088577,0,0.00031825416631,0.0002033457186605,0.00031825416631,0.0002033457186605,0.0,0.0,1.0022345878606704,0.0
1619041109394,1619041109452,1,0.00021144264631,0.0004169687786605,0.00021144264631,0.0004169687786605,0.0,0.0,0.4693072252511335,0.0
1619041111952,1619041112014,9,0.00021144264631,-0.0001170888373394,0.00021144264631,-0.0001170888373394,0.0,0.0,-1.0650696496562289,0.0
1619041113747,1619041113813,8,-0.0001089919236899,0.0003101572586605,-0.0001089919236899,0.0003101572586605,0.0,0.0,0.0,-0.33792913282500353
